model,dataset,mse,mae,r2,rmse,best_train_loss,time,run
XGBoost,IEEEPPG,1179.2637781398168,28.32236212250124,-0.22051028394879335,34.340410279142226,,332.1232633590698,20251016_172300_run1_339150458
XGBoost,IEEEPPG,1232.6706582080055,28.945549029637533,-0.2757851491360084,35.10940982426229,,364.66261172294617,20251016_172300_run2_445989245
XGBoost,IEEEPPG,1219.1329722938094,28.877351387851213,-0.26177396250801865,34.916084721712565,,296.4575173854828,20251016_172300_run3_471068486
XGBoost,IEEEPPG,1202.8246310866327,28.615485708098813,-0.24489521279444526,34.681762225795744,,354.2007517814636,20251016_172300_run4_149720502
XGBoost,NewsHeadlineSentiment,0.0210183672108509,0.11137750899160925,-0.03881942645670344,0.14497712650915281,,2.7437028884887695
XGBoost,NewsHeadlineSentiment,0.021160707945782398,0.11171715057114927,-0.0458545267163768,0.1454672057399275,,258.0691440105438,20251016_172316_run1_448326626
XGBoost,NewsHeadlineSentiment,0.021164423552815132,0.11180412407789266,-0.04603816822991402,0.1454799764669184,,342.0224621295929,20251016_172316_run2_1686303839
XGBoost,NewsHeadlineSentiment,0.0211738130217834,0.11184955841357383,-0.04650223675961973,0.1455122435459759,,267.36413526535034,20251016_172316_run3_317850982
XGBoost,NewsHeadlineSentiment,0.021211925383223227,0.11191287092488343,-0.048385915974786586,0.14564314396229994,,309.234902381897,20251016_172316_run4_1227917028
XGBoost,NewsTitleSentiment,0.019720182735627707,0.10069575237765171,-0.033929068702582166,0.14042856808935889,,2.6360068321228027
XGBoost,NewsTitleSentiment,0.019964766114782616,0.1018465085681621,-0.046752573881005066,0.14129673072927984,,362.7099578380585,20251016_172316_run1_448326626
XGBoost,NewsTitleSentiment,0.020045666838408333,0.102119905567573,-0.05099419836071051,0.14158272083276383,,333.02314043045044,20251016_172316_run2_1686303839
XGBoost,NewsTitleSentiment,0.019870147058281478,0.10168309668802301,-0.04179169728664189,0.14096150913735805,,300.2702260017395,20251016_172316_run3_317850982
XGBoost,NewsTitleSentiment,0.01994459502015399,0.10190418966477541,-0.04569500350431621,0.14122533420089325,,277.9698956012726,20251016_172316_run4_1227917028
XGBoost,PPGDalia,264.65063400192764,12.36777981625468,0.47120760663504,16.26808636570164,,19.543099641799927
XGBoost,PPGDalia,274.04393960552346,12.552193856897055,0.45243905703202736,16.554272548364168,,340.2298893928528,20251016_172316_run1_448326626
XGBoost,PPGDalia,277.9804712590718,12.642269735787075,0.4445735629534393,16.672746362224544,,262.5214915275574,20251016_172316_run2_1686303839
XGBoost,PPGDalia,274.9276228454655,12.616604873958588,0.45067338971296844,16.58094155485344,,318.02042531967163,20251016_172316_run3_317850982
XGBoost,PPGDalia,278.81833138357234,12.618750475149907,0.4428994537558152,16.697854095169603,,236.88667559623718,20251016_172316_run4_1227917028
XGBoost,AustraliaRainfall,335.807779381915,2.3290087769409094,-3.4746235418026377,18.32505878249549,,1.061403751373291
XGBoost,AustraliaRainfall,221.70050186350144,2.388667118456293,-1.9541492061136831,14.88961053431222,,285.4257230758667,20251016_172316_run1_448326626
XGBoost,AustraliaRainfall,197.1120075398218,2.3854981924117644,-1.6265086262536004,14.039658384014256,,222.27591824531555,20251016_172316_run2_1686303839
XGBoost,AustraliaRainfall,123.9709278962254,2.307361800213458,-0.6519070329001506,11.134223273144176,,289.6626310348511,20251016_172316_run3_317850982
XGBoost,AustraliaRainfall,199.37429047234443,2.4228044064274923,-1.6566534444788248,14.119996121541408,,249.11480236053467,20251016_172316_run4_1227917028
XGBoost,BIDMC32SpO2,26.156267462802337,3.760054348114952,-0.19018900789033988,5.1143198436157995,,71.55152916908264
XGBoost,BIDMC32SpO2,26.38477660785093,3.8059725730650453,-0.20058686274581716,5.136611393501647,,505.88523030281067,20251016_172344_run1_70902615
XGBoost,BIDMC32SpO2,26.363784811333186,3.7860527711897767,-0.1996316727323022,5.134567636260447,,480.11096596717834,20251016_172344_run2_1482770571
XGBoost,BIDMC32SpO2,26.91625782415365,3.8268810257752404,-0.22477086003989855,5.188088070200202,,456.3224947452545,20251016_172344_run3_178245780
XGBoost,BIDMC32SpO2,26.442577938502538,3.809287696050249,-0.2032169975110627,5.1422347222294835,,359.13380765914917,20251016_172344_run4_325700900
XGBoost,BIDMC32HR,97.42642480801256,6.785080639806178,0.5072317038876997,9.870482501276852,,71.8217658996582
XGBoost,BIDMC32HR,106.14815899236027,7.150220084657466,0.46311847586322274,10.302822865232628,,400.63607954978943,20251016_172344_run1_70902615
XGBoost,BIDMC32HR,99.73874907372115,6.946173082346119,0.4955363133330559,9.9869289110177,,289.1006724834442,20251016_172344_run2_1482770571
XGBoost,BIDMC32HR,94.8273818807181,6.822514316547707,0.5203772745819893,9.73793519596008,,378.1117079257965,20251016_172344_run3_178245780
XGBoost,BIDMC32HR,98.78090379891735,6.947894345625782,0.5003809515811944,9.938858274415495,,352.59247159957886,20251016_172344_run4_325700900
XGBoost,BIDMC32RR,15.671764565188381,2.966785858563336,-0.2929990908806155,3.9587579573887037,,69.0612325668335
XGBoost,BIDMC32RR,15.31011546550014,2.9289489465361895,-0.2631612283240661,3.912814264119898,,495.8391728401184,20251016_172344_run1_70902615
XGBoost,BIDMC32RR,15.635174100251495,2.9618357136353706,-0.28998019420809995,3.9541337989819585,,358.7988805770874,20251016_172344_run2_1482770571
XGBoost,BIDMC32RR,16.11406115613519,2.989085325366292,-0.3294907755033003,4.014232324633839,,445.0199100971222,20251016_172344_run3_178245780
XGBoost,BIDMC32RR,16.478570835001552,3.021448102293914,-0.35956465017331096,4.059380597455916,,38.621156454086304,20251016_172344_run4_325700900
